Title: Young Stellar Objects in the Gould Belt 
Authors: Dunham M.M., Allen L.E., Evans N.J., Broekhoven-Fiene H., Cieza L.A., 
         Francesco J.D., Gutermuth R.A., Harvey P.M., Hatchell J., Heiderman A.,
         Huard T.L., Johnstone D., Kirk J.M., Matthews B.C., Miller J.F., 
         Peterson D.E., Young K.E. 
Table: Properties of the c2d+GB YSOs
================================================================================
Byte-by-byte Description of file: apjs519129t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  4 I4     ---    Index   Index
   6- 21 A16    ---    Cloud   Cloud identifier
  23- 38 A16    ---    ID      SSTc2d or SSTgb + Spitzer source name  
2434 Perseus          J032904.9+312038  5.9    0.22  590.     0.054      0.06  740.     0.074   N - 
2435 Perseus          J032905.1+312036  5.9    0.34 1000.     0.023     -0.98 1300.     0.036   N - 
2436 Perseus          J032905.7+311639 19.9   -0.50  930.     0.43      -1.08 1500.     2.1     N - 
2437 Perseus          J032906.0+303039  5.9    0.87  320.     0.018      0.64  490.     0.022   N - 
2438 Perseus          J032906.3+311346 24.2   -0.39  850.     0.037     -1.14 1500.     0.24    N - 
2439 Perseus          J032907.7+312157  5.9    2.18  230.    18.         2.30  260.    21.      N Y 
2440 Perseus          J032907.9+312251 10.7   -0.66 1200.     0.25      -1.16 1600.     0.68    N - 
2441 Perseus          J032908.9+312256  5.9   -0.05  770.     0.12      -0.21  900.     0.16    N - 
2442 Perseus          J032909.1+312305  5.9    0.12  670.     0.11      -0.33  870.     0.16    N - 
2443 Perseus          J032909.1+312128  5.9    0.88  500.     0.23       1.05  560.     0.29    N - 
2444 Perseus          J032909.3+312104  5.9   -0.12  840.     0.022     -0.51 1100.     0.033   N - 
2445 Perseus          J032909.4+311413  0.0   -0.68  640.     0.0079    -0.87  640.     0.0079  N - 
2446 Perseus          J032909.4+312720  3.6   -0.83 1500.     0.022     -1.10 1700.     0.032   N - 
2447 Perseus          J032909.6+312256  5.0   -1.26 1600.     0.34      -1.60 1800.     0.61    N - 
2448 Perseus          J032910.4+312334 11.0   -0.85 1200.     0.020     -1.41 1700.     0.058   N - 
2449 Perseus          J032910.4+311331  5.9    2.58   31.     7.9        2.49   31.     8.0     N Y 
2450 Perseus          J032910.6+311340  5.9    0.74  290.     0.0027     0.42  300.     0.0033  N - 
2451 Perseus          J032910.6+311820  5.9    1.95   56.     3.2        1.84   58.     3.3     N Y 
2452 Perseus          J032910.8+311642  5.9   -0.13  920.     0.027     -0.32 1100.     0.042   N - 
2453 Perseus          J032910.9+311826  5.9    0.69  230.     0.010      0.60  240.     0.012   N - 
2454 Perseus          J032911.2+311831  5.9    1.94   29.     1.2        1.79   32.     1.3     N Y 
2455 Perseus          J032911.8+312127  5.9    0.34  700.     0.061      0.32  770.     0.083   N - 
2456 Perseus          J032912.0+311305  5.9    0.98   25.     4.2        0.85   25.     4.2     N Y 
2457 Perseus          J032912.0+311301  5.9    0.55  450.     0.014      0.07  460.     0.017   N - 
2458 Perseus          J032912.9+311814  5.9    1.05  240.     1.00       1.56  270.     1.1     N Y 
2459 Perseus          J032913.1+312252 10.4   -1.05 1300.     0.24      -1.33 1700.     0.67    N - 
2460 Perseus          J032913.5+311358  5.9    2.41   35.     0.84       2.50   36.     0.85    N Y 
2461 Perseus          J032914.4+311444 13.9   -0.32  820.     0.010     -0.70 1300.     0.026   N - 
2462 Perseus          J032916.6+312349  6.8   -0.85 1400.     0.090     -1.18 1700.     0.18    N - 
2463 Perseus          J032916.6+311618  1.2   -2.40 2000.     0.14      -2.43 2000.     0.17    Y - 
2464 Perseus          J032916.8+312325  5.9   -0.14 1000.     0.014     -0.57 1400.     0.023   N - 
2465 Perseus          J032917.1+312746  5.9    1.75   32.     0.65       1.69   34.     0.66    N Y 
2466 Perseus          J032917.5+312748  5.9    1.01  230.     0.0018     0.89  240.     0.0022  N - 
2467 Perseus          J032917.6+312245  4.6   -0.77 1300.     1.4       -0.94 1600.     2.3     N - 
2468 Perseus          J032917.7+311948  5.4   -0.97 1500.     0.016     -1.23 1700.     0.028   N - 
2469 Perseus          J032918.2+312319  5.9    1.26   21.     0.54       1.09   24.     0.54    N Y 
2470 Perseus          J032918.6+312017  5.9    0.39  590.     0.0094     0.16  780.     0.013   N - 
2471 Perseus          J032918.7+312325  5.9   -0.23  190.     1.9       -0.66  410.     2.1     N Y 
2472 Perseus          J032920.0+312407  5.9    0.42   75.     1.5        0.34  100.     1.6     N Y 
2473 Perseus          J032920.4+311834  5.9   -0.14  710.     0.39      -0.25  850.     0.55    N - 
2474 Perseus          J032921.5+312110  1.2   -1.03 1700.     0.070     -1.24 1800.     0.082   N - 
2475 Perseus          J032921.8+311536  4.6   -1.13 1500.     0.38      -1.34 1800.     0.64    N - 
2476 Perseus          J032923.1+312030  2.0   -0.83 1500.     0.092     -1.03 1600.     0.12    N - 
2477 Perseus          J032923.2+312653  3.0   -1.02 1600.     0.034     -1.17 1700.     0.047   N - 
2478 Perseus          J032923.4+313329  5.9    1.51   60.     0.36       1.53   64.     0.37    N Y 
2479 Perseus          J032924.0+311957  5.9    0.36  700.     0.023     -0.13  990.     0.034   N - 
2480 Perseus          J032925.9+312640  3.7   -0.60 1400.     0.49      -0.93 1600.     0.71    N - 
2481 Perseus          J032926.8+312647  1.9   -1.72 1900.     0.29      -1.81 2000.     0.37    N - 
2482 Perseus          J032928.8+305841  0.8   -0.64 1800.     0.042     -1.05 1800.     0.046   N - 
2483 Perseus          J032929.2+311834  4.4   -0.66 1200.     0.13      -0.98 1500.     0.20    N - 
2484 Perseus          J032929.8+312102  3.7   -0.77 1600.     0.085     -1.15 1800.     0.13    N - 
2485 Perseus          J032930.4+311903  1.6   -0.86 1500.     0.11      -1.11 1600.     0.13    N - 
2486 Perseus          J032932.5+312436  6.7   -1.05 1300.     0.064     -1.22 1600.     0.12    N - 
2487 Perseus          J032932.8+312712  1.5   -1.48 1800.     0.030     -1.58 1900.     0.036   N - 
2488 Perseus          J032937.7+312202  1.3   -0.81 1700.     0.017     -0.97 1700.     0.020   N - 
2489 Perseus          J032944.1+311947  6.9   -0.63 1000.     0.0039    -0.76 1300.     0.0066  N - 
2490 Perseus          J032946.0+310439  0.0   -0.98  480.     0.051     -0.89  480.     0.051   N - 
2491 Perseus          J032951.8+313906  5.9    3.44   39.     0.50       3.40   40.     0.51    N Y 
2492 Perseus          J032954.0+312052  3.0   -0.52 1300.     0.19      -0.87 1500.     0.25    N - 
2493 Perseus          J033015.1+302349  5.9    1.70   93.     1.4        1.58  100.     1.5     N Y 
2494 Perseus          J033022.4+313240  5.9    0.47  710.     0.0090     0.28  960.     0.013   N - 
2495 Perseus          J033024.0+311404  0.9   -1.02 1700.     0.027     -1.20 1800.     0.031   N - 
2496 Perseus          J033025.9+310217  1.8   -2.45 1900.     0.39      -2.44 2000.     0.49    Y - 
2497 Perseus          J033027.1+302829  5.9    0.00  340.     0.23      -0.16  480.     0.28    N - 
2498 Perseus          J033032.6+302626  5.9    2.08   34.     0.16       2.66   35.     0.16    N Y 
2499 Perseus          J033035.4+311558  5.9   -0.19  670.     0.021     -0.60 1100.     0.030   N - 
2500 Perseus          J033035.9+303024  3.2   -1.06 1500.     2.5       -1.21 1700.     3.6     N - 
2501 Perseus          J033036.9+303127  9.9   -0.54 1200.     0.63      -0.97 1600.     1.6     N - 
2502 Perseus          J033038.2+303211  5.9    0.35  320.     0.037     -0.02  550.     0.046   N - 
2503 Perseus          J033043.9+303247  5.8   -0.64 1200.     1.3       -0.89 1500.     2.2     N - 
2504 Perseus          J033052.5+305417  7.6   -0.44 1100.     0.16      -0.86 1500.     0.32    N - 
2505 Perseus          J033110.6+304940  2.4   -0.69 1400.     0.16      -0.92 1600.     0.20    N - 
2506 Perseus          J033114.7+304955  5.9    0.01  680.     0.20      -0.07  880.     0.29    N - 
2507 Perseus          J033118.3+304939  7.0   -0.68 1200.     0.66      -1.01 1500.     1.3     N - 
2508 Perseus          J033120.1+304917  2.7   -0.77 1400.     0.035     -0.89 1600.     0.047   N - 
2509 Perseus          J033120.9+304530  5.9    0.98   32.     1.2        1.48   32.     1.2     N Y 
2510 Perseus          J033128.8+303053  1.8   -1.29 1700.     0.91      -1.36 1800.     1.1     N - 
2511 Perseus          J033131.1+304411  8.8   -1.14 1200.     0.0070    -1.46 1600.     0.016   N - 
2512 Perseus          J033142.4+310624  6.1   -1.27 1600.     0.12      -1.48 1800.     0.24    N - 
2513 Perseus          J033217.9+304947  5.9    1.07   25.     1.3        0.86   26.     1.3     N Y 
2514 Perseus          J033229.1+310240  5.9    0.40  120.     0.52       0.16  160.     0.56    N Y 
2515 Perseus          J033232.9+310221  6.5   -0.88 1400.     0.21      -1.12 1700.     0.41    N - 
2516 Perseus          J033234.0+310055  5.8   -0.66 1300.     0.50      -1.02 1600.     0.89    N - 
2517 Perseus          J033241.6+311044  0.0   -0.50  540.     0.024     -0.54  540.     0.024   N - 
2518 Perseus          J033241.7+311046  6.4   -0.37 1000.     0.15      -0.78 1400.     0.26    N - 
2519 Perseus          J033247.2+305916 20.7   -0.66  920.     0.47      -1.27 1600.     2.5     N - 
2520 Perseus          J033257.8+310608  5.9    0.30  150.     0.011      0.33  170.     0.013   N - 
2521 Perseus          J033306.4+310804  5.9    0.34  540.     0.052      0.17  670.     0.069   N - 
2522 Perseus          J033309.5+310531  5.9    1.13  210.     0.042      0.70  320.     0.049   N Y 
2523 Perseus          J033312.8+312124  5.9    0.41  480.     2.9        0.16  610.     3.8     N Y 
2524 Perseus          J033313.8+312005  5.9    1.44   59.     0.10       1.31   69.     0.11    N Y 
2525 Perseus          J033314.3+310710  5.9    2.22   34.     0.63       2.72   36.     0.64    N Y 
2526 Perseus          J033316.4+310652  5.9    1.73   26.     1.0        1.56   26.     1.0     N Y 
2527 Perseus          J033316.6+310755  5.9    1.57  100.     1.6        1.69  120.     1.7     N Y 
2528 Perseus          J033317.8+310931  5.9    3.33   41.     3.5        2.90   44.     3.6     N Y 
2529 Perseus          J033320.3+310721  5.9    0.88   47.     0.60       0.61   55.     0.61    N Y 
2530 Perseus          J033327.2+310710  5.9    1.93   62.     1.3        1.82   66.     1.4     N Y 
2531 Perseus          J033330.4+311050  6.9   -0.91 1200.     2.8       -1.04 1500.     5.3     N - 
2532 Perseus          J033341.2+311341 11.7   -0.57  930.     0.19      -0.93 1400.     0.48    N - 
2533 Perseus          J033346.9+305350  0.7   -1.04 1700.     0.026     -1.17 1800.     0.028   N - 
2534 Perseus          J033351.0+311227  2.8   -2.15 1900.     0.19      -2.16 2000.     0.27    N - 
2535 Perseus          J033401.6+311439  3.4   -0.92 1500.     0.45      -1.16 1700.     0.66    N - 
2536 Perseus          J033430.7+311324  3.2   -1.04 1600.     0.060     -1.25 1800.     0.088   N - 
2537 Perseus          J033449.8+311550  2.1   -1.38 1800.     0.37      -1.48 1900.     0.48    N - 
2538 Perseus          J033915.8+312430  8.7   -0.74 1300.     0.048     -1.07 1700.     0.11    N - 
2539 Perseus          J034001.4+311017  6.8   -1.34 1600.     0.038     -1.54 1900.     0.082   N - 
2540 Perseus          J034109.1+314437  8.0   -0.72 1000.     1.4       -0.89 1400.     2.7     N - 
2541 Perseus          J034114.1+315946  0.0   -2.02 2100.     0.40      -2.09 2100.     0.40    N - 
2542 Perseus          J034119.1+320203  4.2   -1.35 1600.     0.073     -1.45 1800.     0.12    N - 
2543 Perseus          J034124.4+315327 11.3   -0.83 1100.     0.0059    -1.06 1500.     0.016   N - 
2544 Perseus          J034139.1+313610  0.0   -0.76 2000.     0.53      -1.15 2000.     0.53    N - 
2545 Perseus          J034141.0+314804  5.9   -0.11  670.     0.013     -0.16  740.     0.019   N - 
2546 Perseus          J034153.2+315019  5.9   -0.25  900.     0.011     -0.38 1100.     0.016   N - 
2547 Perseus          J034155.7+314811  5.9    0.25  510.     0.11       0.28  620.     0.14    N - 
2548 Perseus          J034157.4+314836  8.7   -1.01 1200.     1.1       -1.20 1600.     2.4     N - 
2549 Perseus          J034157.7+314800  8.8   -0.70 1300.     0.22      -1.11 1700.     0.53    N - 
2550 Perseus          J034158.6+314821  5.9    0.59  500.     0.017      0.47  620.     0.022   N - 
2551 Perseus          J034201.0+314913  6.1   -1.18 1500.     0.021     -1.42 1800.     0.042   N - 
2552 Perseus          J034202.1+314802  5.9    1.47  190.     0.069      1.23  240.     0.080   N Y 
2553 Perseus          J034204.3+314711  5.2   -0.78 1400.     0.057     -1.02 1600.     0.098   N - 
2554 Perseus          J034210.6+314705 17.3   -0.63  990.     0.0067    -1.10 1500.     0.027   N - 
2555 Perseus          J034219.2+314327  9.8   -0.57 1000.     0.17      -0.88 1400.     0.38    N - 
2556 Perseus          J034220.3+320531  4.1   -1.00 1600.     0.060     -1.26 1800.     0.098   N - 
2557 Perseus          J034223.3+315742  0.0   -1.99 2100.     0.40      -2.08 2100.     0.40    N - 
2558 Perseus          J034227.1+314432  7.6   -0.93 1600.     0.067     -1.22 1900.     0.16    N - 
2559 Perseus          J034232.1+315249  5.2   -1.14 1600.     0.0055    -1.43 1800.     0.0098  N - 
2560 Perseus          J034232.9+314220  5.4   -0.96 1500.     0.12      -1.19 1800.     0.22    N - 
2561 Perseus          J034233.1+315214  4.8   -0.82 1500.     0.014     -1.07 1700.     0.023   N - 
2562 Perseus          J034234.1+315101  3.7   -0.98 1600.     0.016     -1.19 1800.     0.024   N - 
2563 Perseus          J034236.4+315517  7.2   -0.90 1400.     0.0079    -1.21 1700.     0.017   N - 
2564 Perseus          J034244.5+315958  8.4   -1.23 1400.     0.0051    -1.49 1700.     0.012   N - 
2565 Perseus          J034249.1+315011  6.1   -1.27 1600.     0.079     -1.54 1900.     0.16    N - 
2566 Perseus          J034254.6+314345  1.2   -2.25 2000.     0.15      -2.22 2000.     0.18    N - 
2567 Perseus          J034255.9+315842  3.9   -0.98  980.     1.3       -0.84 1200.     1.8     N - 
2568 Perseus          J034256.0+315644  5.9    0.15  660.     0.013      0.06  730.     0.018   N - 
2569 Perseus          J034301.9+314435  4.3   -0.95 1500.     0.012     -1.15 1700.     0.020   N - 
2570 Perseus          J034306.7+314820  3.7   -2.34 1900.     0.10      -2.40 2000.     0.17    Y - 
2571 Perseus          J034313.7+320045  9.0   -0.68 1300.     0.048     -1.15 1800.     0.12    N - 
2572 Perseus          J034321.4+314246  7.3   -1.22 1500.     0.016     -1.50 1800.     0.036   N - 
2573 Perseus          J034322.2+314613  7.2   -0.89 1400.     0.081     -1.15 1700.     0.17    N - 
2574 Perseus          J034323.5+321225  3.0   -1.39 1700.     0.019     -1.52 1900.     0.027   N - 
2575 Perseus          J034325.4+315516 12.4   -1.06 1400.     0.021     -1.33 1800.     0.079   N - 
2576 Perseus          J034328.2+320159  4.5   -1.22 1600.     0.21      -1.39 1800.     0.36    N - 
2577 Perseus          J034328.4+320505  9.9   -0.77 1200.     0.018     -1.19 1700.     0.047   N - 
2578 Perseus          J034329.4+315219  5.9    0.79  410.     0.11       0.41  550.     0.14    N - 
2579 Perseus          J034336.0+315009  5.9    0.14  850.     0.015     -0.18 1100.     0.023   N - 
2580 Perseus          J034344.4+314309  5.9   -0.23  860.     0.61      -0.50 1100.     0.92    N - 
2581 Perseus          J034344.6+320817  2.5   -0.69 1400.     0.15      -0.93 1600.     0.19    N - 
2582 Perseus          J034345.1+320358  5.9   -0.22  540.     0.71       0.11  650.     0.93    N Y 
2583 Perseus          J034348.8+321551  2.3   -0.84 1600.     0.052     -1.07 1700.     0.068   N - 
2584 Perseus          J034350.9+320324  5.9    1.51   16.     0.68       1.39   17.     0.69    N Y 
2585 Perseus          J034351.0+320308  5.9   -0.28   52.     0.40      -0.29   57.     0.41    N Y 
2586 Perseus          J034355.0+320103 13.1   -0.42 1000.     0.0055    -0.92 1600.     0.017   N - 
2587 Perseus          J034355.2+315532 10.8   -0.78 1200.     0.083     -0.99 1600.     0.23    N - 
2588 Perseus          J034355.2+320753  1.4   -0.95 1500.     0.026     -1.09 1600.     0.031   N - 
2589 Perseus          J034356.0+320213 10.4   -0.83 1200.     0.40      -1.20 1700.     1.1     N - 
2590 Perseus          J034356.5+320052  5.9    0.50   23.     1.6        0.57   23.     1.6     N Y 
2591 Perseus          J034356.8+320304  5.9    1.37   22.     1.4        1.83   23.     1.4     N Y 
2592 Perseus          J034357.2+320133  9.4   -0.98 1300.     0.015     -1.28 1700.     0.039   N - 
2593 Perseus          J034357.2+320047  5.9    0.02  400.     0.0011    -0.07  420.     0.0013  N - 
2594 Perseus          J034357.6+320044  7.7   -0.31 1200.     0.0019    -0.59 1600.     0.0040  N - 
2595 Perseus          J034357.8+320312  5.9    1.79  200.     0.00088    1.75  200.     0.0010  N - 
2596 Perseus          J034358.5+321727  3.2   -0.87 1600.     0.14      -1.10 1700.     0.20    N - 
2597 Perseus          J034358.9+321127  5.0   -0.51 1400.     0.18      -0.84 1600.     0.31    N - 
2598 Perseus          J034359.1+321421  6.9   -0.89 1400.     0.063     -1.28 1800.     0.13    N - 
2599 Perseus          J034359.4+320035  5.9    0.14  290.     0.055     -0.18  400.     0.064   N - 
2600 Perseus          J034359.6+320154 19.8   -0.34  620.     1.8       -0.90 1300.     6.2     N Y 
2601 Perseus          J034359.8+320441  2.4   -0.90 1600.     0.017     -1.10 1700.     0.023   N - 
2602 Perseus          J034400.4+320432 16.0   -0.36  820.     0.0057    -0.82 1400.     0.018   N - 
2603 Perseus          J034401.5+322358  2.4   -1.00 1700.     0.029     -1.21 1800.     0.039   N - 
2604 Perseus          J034402.4+320204  5.9    1.53   41.     0.35       1.47   45.     0.35    N Y 
2605 Perseus          J034402.6+320159  5.9    1.12  270.     0.018      0.92  280.     0.021   N - 
2606 Perseus          J034402.9+315227  5.3   -1.06 1600.     0.016     -1.31 1800.     0.029   N - 
2607 Perseus          J034405.7+320001 12.9   -0.52 1000.     0.0091    -0.92 1600.     0.028   N - 
2608 Perseus          J034405.7+320028 22.5   -0.38  740.     0.038     -0.64 1000.     0.14    N - 
2609 Perseus          J034406.0+321532  1.6   -1.05 1600.     0.013     -1.16 1700.     0.015   N - 
2610 Perseus          J034406.4+314325  0.6   -2.34 2000.     0.16      -2.39 2000.     0.18    Y - 
2611 Perseus          J034406.8+320754  2.6   -0.98 1600.     0.052     -1.15 1800.     0.070   N - 
2612 Perseus          J034409.1+320709  0.0   -2.27 2200.     0.93      -2.36 2200.     0.93    Y - 
2613 Perseus          J034409.2+320237  5.9    0.69  370.     0.15       0.61  450.     0.19    N - 
2614 Perseus          J034410.1+320404  2.7   -0.94 1600.     0.044     -1.11 1700.     0.059   N - 
2615 Perseus          J034411.6+320313  8.7   -1.10 1400.     0.18      -1.39 1700.     0.44    N - 
2616 Perseus          J034412.9+320135  5.9    0.37  400.     1.6        0.29  470.     2.0     N Y 
2617 Perseus          J034415.8+315936  2.1   -0.81 1600.     0.019     -1.03 1700.     0.024   N - 
2618 Perseus          J034418.1+321053 14.3   -0.90 1000.     0.052     -1.03 1500.     0.16    N - 
2619 Perseus          J034418.1+320457  8.5   -0.49 1200.     0.38      -0.92 1600.     0.85    N - 
2620 Perseus          J034418.2+320959  2.9   -1.21 1800.     0.041     -1.45 1900.     0.059   N - 
2621 Perseus          J034418.2+320732  0.0   -1.55  650.     0.0034    -1.49  650.     0.0034  N - 
2622 Perseus          J034418.5+321253  7.9   -0.83 1200.     0.076     -1.01 1500.     0.16    N - 
2623 Perseus          J034419.1+320931  0.0   -2.37 2100.     0.32      -2.38 2100.     0.32    N - 
2624 Perseus          J034419.1+321718  0.0   -2.66 2300.    89.        -2.70 2300.    89.      Y - 
2625 Perseus          J034419.2+320734  0.0   -1.26  640.     0.018     -1.30  640.     0.018   N - 
2626 Perseus          J034420.1+320856  2.7   -1.39 1800.     0.061     -1.66 1900.     0.086   N - 
2627 Perseus          J034421.2+320114 12.9   -0.92 1300.     0.012     -1.39 1800.     0.045   N - 
2628 Perseus          J034421.2+321237  2.1   -1.35 1700.     0.024     -1.48 1800.     0.031   N - 
2629 Perseus          J034421.3+321156  2.9   -1.04 1600.     0.075     -1.35 1800.     0.11    N - 
2630 Perseus          J034421.3+315932  5.9    0.21  350.     0.26       0.52  420.     0.32    N Y 
2631 Perseus          J034421.5+321509  1.6   -1.61 1900.     0.038     -1.73 2000.     0.047   N - 
2632 Perseus          J034421.6+321037  5.7   -1.00 1400.     0.17      -1.09 1600.     0.30    N - 
2633 Perseus          J034422.2+320542  5.6   -0.57 1300.     0.15      -0.89 1600.     0.26    N - 
2634 Perseus          J034422.3+321200  3.6   -0.86 1600.     0.092     -1.13 1700.     0.14    N - 
2635 Perseus          J034422.5+320153  2.9   -0.92 1600.     0.12      -1.05 1800.     0.17    N - 
2636 Perseus          J034422.7+320142  7.1   -1.36 1500.     0.014     -1.68 1800.     0.030   N - 
2637 Perseus          J034423.6+320152  8.6   -1.01 1400.     0.030     -1.36 1800.     0.075   N - 
2638 Perseus          J034424.4+320143  6.0   -0.97 1400.     0.0078    -1.25 1700.     0.015   N - 
2639 Perseus          J034424.8+321348  5.9    1.73  240.     0.0076     1.65  250.     0.0095  N - 
2640 Perseus          J034425.3+321012  3.0   -1.20 1700.     0.060     -1.42 1800.     0.086   N - 
2641 Perseus          J034425.5+321131  5.5   -0.53 1200.     0.19      -0.79 1500.     0.32    N - 
2642 Perseus          J034425.5+320617  5.5   -1.03 1600.     0.075     -1.37 1900.     0.15    N - 
2643 Perseus          J034425.7+321549  4.3   -0.81 1400.     0.011     -1.06 1700.     0.018   N - 
2644 Perseus          J034426.0+320430  6.1   -0.94 1400.     1.5       -1.15 1700.     2.8     N - 
2645 Perseus          J034426.7+320820  7.2   -0.92 1400.     0.12      -1.21 1700.     0.25    N - 
2646 Perseus          J034427.2+322028  2.0   -1.19 1700.     0.022     -1.39 1800.     0.029   N - 
2647 Perseus          J034427.2+321420  3.6   -0.90 1600.     0.062     -1.17 1800.     0.095   N - 
2648 Perseus          J034427.2+321037  3.9   -1.33 1600.     0.038     -1.60 1800.     0.059   N - 
2649 Perseus          J034427.9+322718  4.4   -0.93 1500.     0.086     -1.18 1700.     0.14    N - 
2650 Perseus          J034428.1+321600  2.2   -2.24 2000.     0.082     -2.35 2000.     0.11    N - 
2651 Perseus          J034428.5+315954  2.3   -1.32 1800.     0.11      -1.51 1900.     0.15    N - 
2652 Perseus          J034428.9+320137 11.9   -0.52 1100.     0.036     -1.00 1600.     0.10    N - 
2653 Perseus          J034429.2+320115  7.8   -1.00 1500.     0.031     -1.33 1800.     0.073   N - 
2654 Perseus          J034429.7+321039  5.3   -0.68 1400.     0.22      -1.08 1700.     0.39    N - 
2655 Perseus          J034429.8+320054  2.9   -0.88 1500.     0.031     -0.93 1700.     0.043   N - 
2656 Perseus          J034429.9+321922  2.5   -2.19 1900.     0.071     -2.19 2000.     0.099   N - 
2657 Perseus          J034430.1+320118  9.4   -1.48 1600.     0.022     -1.83 1900.     0.066   N - 
2658 Perseus          J034430.3+321135  5.9    0.20  710.     0.012      0.05  890.     0.017   N - 
2659 Perseus          J034430.8+320955  0.0   -1.11 2000.     0.46      -1.46 2000.     0.46    N - 
2660 Perseus          J034431.1+321848  7.6   -0.57 1200.     0.025     -0.92 1500.     0.051   N - 
2661 Perseus          J034431.1+320558  0.0   -0.64  510.     0.022     -0.59  510.     0.022   N - 
2662 Perseus          J034431.3+320014 11.6   -0.79 1300.     0.13      -1.28 1800.     0.44    N - 
2663 Perseus          J034431.5+320844  0.9   -2.36 2000.     0.29      -2.36 2000.     0.33    N - 
2664 Perseus          J034432.0+321143  5.9   -0.26 1300.     1.0       -0.62 1600.     1.9     N - 
2665 Perseus          J034432.5+320855  3.0   -1.68 1800.     0.11      -1.93 1900.     0.16    N - 
2666 Perseus          J034433.2+321257  8.4   -0.97 1400.     0.015     -1.35 1800.     0.037   N - 
2667 Perseus          J034433.7+315830  5.7   -0.95 1600.     0.049     -1.25 1800.     0.096   N - 
2668 Perseus          J034434.0+320657  0.0   -0.81  570.     0.0068    -0.81  570.     0.0068  N - 
2669 Perseus          J034434.1+321635  4.1   -0.96 1500.     0.022     -1.20 1700.     0.034   N - 
2670 Perseus          J034434.2+320946  0.0   -2.03 2200.     6.5       -2.02 2200.     6.5     N - 
2671 Perseus          J034434.2+321240 14.3   -0.77 1200.     0.044     -1.34 1700.     0.17    N - 
2672 Perseus          J034434.6+321600  5.9   -0.09  750.     0.070     -0.43  950.     0.10    N - 
2673 Perseus          J034434.7+321554  5.1   -1.89 1800.     0.047     -1.98 2000.     0.090   N - 
2674 Perseus          J034434.8+315655  3.2   -1.11 1700.     0.053     -1.19 1800.     0.078   N - 
2675 Perseus          J034434.9+321531  3.4   -1.02 1500.     0.048     -1.29 1700.     0.070   N - 
2676 Perseus          J034435.3+322837  5.9    0.01  410.     0.0018    -0.16  420.     0.0023  N - 
2677 Perseus          J034435.3+320736  4.7   -0.84 1600.     0.16      -1.20 1800.     0.28    N - 
2678 Perseus          J034435.3+321004  0.0   -1.43 2000.     3.1       -1.57 2000.     3.1     N - 
2679 Perseus          J034435.4+320856  3.4   -0.89 1400.     0.055     -1.13 1600.     0.078   N - 
2680 Perseus          J034435.6+320303  7.9   -0.77 1300.     0.049     -1.06 1600.     0.11    N - 
2681 Perseus          J034435.9+320924  5.9   -0.01  480.     0.10      -0.56  760.     0.14    N - 
2682 Perseus          J034436.9+320645  1.2   -1.87 1900.     1.2       -1.93 2000.     1.4     N - 
2683 Perseus          J034437.4+321224  5.3   -0.60 1400.     0.082     -0.93 1700.     0.14    N - 
2684 Perseus          J034437.8+320804  5.6   -0.97 1500.     0.29      -1.22 1700.     0.54    N - 
2685 Perseus          J034437.9+320329  4.2   -0.96 1600.     0.27      -1.24 1800.     0.44    N - 
2686 Perseus          J034438.0+321137  2.6   -1.24 1700.     0.037     -1.49 1800.     0.050   N - 
2687 Perseus          J034438.4+320735  2.8   -0.79 1600.     0.29      -1.13 1800.     0.40    N - 
2688 Perseus          J034438.5+320800  3.6   -0.62 1500.     0.17      -0.97 1700.     0.26    N - 
2689 Perseus          J034438.9+320319  1.7   -1.16 1600.     0.018     -1.25 1700.     0.021   N - 
2690 Perseus          J034439.1+322008  2.2   -1.57 1800.     0.061     -1.80 1900.     0.081   N - 
2691 Perseus          J034439.2+320944  3.1   -1.15 1600.     0.100     -1.44 1700.     0.14    N - 
2692 Perseus          J034439.8+321804  3.5   -1.19 1700.     0.11      -1.40 1900.     0.17    N - 
2693 Perseus          J034441.7+321202  5.5   -0.68 1500.     0.064     -1.07 1800.     0.12    N - 
2694 Perseus          J034442.0+320859  4.6   -1.65 1800.     0.18      -2.01 2000.     0.32    N - 
2695 Perseus          J034442.1+320902  0.0   -0.52  510.     0.058     -0.52  510.     0.058   N - 
2696 Perseus          J034442.5+321002  5.5   -0.96 1500.     0.048     -1.29 1800.     0.089   N - 
2697 Perseus          J034442.7+320833  3.8   -1.10 1600.     0.052     -1.35 1800.     0.080   N - 
2698 Perseus          J034443.0+321559  4.4   -0.36 1200.     0.021     -0.65 1500.     0.032   N - 
2699 Perseus          J034443.0+313733  6.5   -0.95 1500.     0.023     -1.29 1800.     0.047   N - 
2700 Perseus          J034443.3+320131  5.9    0.50  460.     1.2        0.61  500.     1.5     N Y 
2701 Perseus          J034443.5+320742  4.8   -1.88 1800.     0.13      -1.97 2000.     0.25    N - 
2702 Perseus          J034443.7+321030  3.6   -0.45 1500.     0.13      -0.87 1700.     0.19    N - 
2703 Perseus          J034443.9+320136  5.9    0.96   39.     3.1        0.74   41.     3.1     N Y 
2704 Perseus          J034444.5+320812  4.0   -0.84 1400.     0.094     -0.91 1600.     0.14    N - 
